label_name,label,template_path,class_name,class,image_path
fakes,1,/data/users/soteria/MIDV2020/fakes/alb_id_63.jpg_fake_6_6.jpg,alb,0,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/fakes/alb_id_63_fake_6_6_frame_300_extracted.png
reals,0,/data/users/soteria/MIDV2020/reals/rus_internalpassport_58.jpg,rus,7,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/rus_internalpassport_58_frame_000241.jpg
reals,0,/data/users/soteria/MIDV2020/reals/grc_passport_87.jpg,grc,5,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/grc_passport_87_frame_000001.jpg
reals,0,/data/users/soteria/MIDV2020/reals/aze_passport_54.jpg,aze,1,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/aze_passport_54_frame_000301.jpg
reals,0,/data/users/soteria/MIDV2020/reals/srb_passport_52.jpg,srb,8,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/srb_passport_52_frame_000181.jpg
fakes,1,/data/users/soteria/MIDV2020/fakes/lva_passport_59.jpg_fake_0_105.jpg,lva,6,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/fakes/lva_passport_59_fake_0_105_frame_300_extracted.png
fakes,1,/data/users/soteria/MIDV2020/fakes/esp_id_09.jpg_fake_2_33.jpg,esp,2,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/fakes/esp_id_09_fake_2_33_frame_210_extracted.png
reals,0,/data/users/soteria/MIDV2020/reals/svk_id_68.jpg,svk,9,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/svk_id_68_frame_000001.jpg
fakes,1,/data/users/soteria/MIDV2020/fakes/fin_id_73.jpg_fake_7_50.jpg,fin,4,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/fakes/fin_id_73_fake_7_50_frame_180_extracted.png
reals,0,/data/users/soteria/MIDV2020/reals/grc_passport_01.jpg,grc,5,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/grc_passport_01_frame_000241.jpg
fakes,1,/data/users/soteria/MIDV2020/fakes/esp_id_53.jpg_fake_2_106.jpg,esp,2,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/fakes/esp_id_53_fake_2_106_frame_60_extracted.png
reals,0,/data/users/soteria/MIDV2020/reals/aze_passport_02.jpg,aze,1,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/aze_passport_02_frame_000001.jpg
reals,0,/data/users/soteria/MIDV2020/reals/alb_id_86.jpg,alb,0,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/alb_id_86_frame_000301.jpg
reals,0,/data/users/soteria/MIDV2020/reals/rus_internalpassport_63.jpg,rus,7,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/rus_internalpassport_63_frame_000361.jpg
reals,0,/data/users/soteria/MIDV2020/reals/svk_id_29.jpg,svk,9,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/svk_id_29_frame_000181.jpg
reals,0,/data/users/soteria/MIDV2020/reals/est_id_12.jpg,est,3,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/est_id_12_frame_000301.jpg
reals,0,/data/users/soteria/MIDV2020/reals/grc_passport_75.jpg,grc,5,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/grc_passport_75_frame_000481.jpg
reals,0,/data/users/soteria/MIDV2020/reals/svk_id_05.jpg,svk,9,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/svk_id_05_frame_000001.jpg
reals,0,/data/users/soteria/MIDV2020/reals/lva_passport_75.jpg,lva,6,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/lva_passport_75_frame_000421.jpg
reals,0,/data/users/soteria/MIDV2020/reals/rus_internalpassport_02.jpg,rus,7,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/rus_internalpassport_02_frame_000121.jpg
reals,0,/data/users/soteria/MIDV2020/reals/svk_id_85.jpg,svk,9,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/svk_id_85_frame_000301.jpg
reals,0,/data/users/soteria/MIDV2020/reals/lva_passport_36.jpg,lva,6,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/lva_passport_36_frame_000241.jpg
reals,0,/data/users/soteria/MIDV2020/reals/est_id_56.jpg,est,3,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/est_id_56_frame_000181.jpg
reals,0,/data/users/soteria/MIDV2020/reals/fin_id_64.jpg,fin,4,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/fin_id_64_frame_000061.jpg
reals,0,/data/users/soteria/MIDV2020/reals/grc_passport_13.jpg,grc,5,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/grc_passport_13_frame_000421.jpg
reals,0,/data/users/soteria/MIDV2020/reals/lva_passport_07.jpg,lva,6,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/lva_passport_07_frame_000121.jpg
reals,0,/data/users/soteria/MIDV2020/reals/alb_id_39.jpg,alb,0,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/alb_id_39_frame_000121.jpg
reals,0,/data/users/soteria/MIDV2020/reals/aze_passport_10.jpg,aze,1,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/aze_passport_10_frame_000301.jpg
reals,0,/data/users/soteria/MIDV2020/reals/esp_id_04.jpg,esp,2,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/esp_id_04_frame_000061.jpg
reals,0,/data/users/soteria/MIDV2020/reals/rus_internalpassport_78.jpg,rus,7,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/rus_internalpassport_78_frame_000241.jpg
fakes,1,/data/users/soteria/MIDV2020/fakes/fin_id_46.jpg_fake_7_35.jpg,fin,4,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/fakes/fin_id_46_fake_7_35_frame_150_extracted.png
reals,0,/data/users/soteria/MIDV2020/reals/rus_internalpassport_06.jpg,rus,7,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/rus_internalpassport_06_frame_000241.jpg
reals,0,/data/users/soteria/MIDV2020/reals/esp_id_78.jpg,esp,2,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/esp_id_78_frame_000481.jpg
reals,0,/data/users/soteria/MIDV2020/reals/alb_id_70.jpg,alb,0,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/alb_id_70_frame_000481.jpg
reals,0,/data/users/soteria/MIDV2020/reals/alb_id_01.jpg,alb,0,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/alb_id_01_frame_000121.jpg
reals,0,/data/users/soteria/MIDV2020/reals/grc_passport_95.jpg,grc,5,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/grc_passport_95_frame_000061.jpg
reals,0,/data/users/soteria/MIDV2020/reals/esp_id_88.jpg,esp,2,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/esp_id_88_frame_000301.jpg
reals,0,/data/users/soteria/MIDV2020/reals/lva_passport_02.jpg,lva,6,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/lva_passport_02_frame_000121.jpg
reals,0,/data/users/soteria/MIDV2020/reals/alb_id_77.jpg,alb,0,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/alb_id_77_frame_000361.jpg
reals,0,/data/users/soteria/MIDV2020/reals/est_id_28.jpg,est,3,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/est_id_28_frame_000301.jpg
reals,0,/data/users/soteria/MIDV2020/reals/lva_passport_14.jpg,lva,6,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/lva_passport_14_frame_000181.jpg
reals,0,/data/users/soteria/MIDV2020/reals/fin_id_08.jpg,fin,4,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/fin_id_08_frame_000481.jpg
reals,0,/data/users/soteria/MIDV2020/reals/rus_internalpassport_43.jpg,rus,7,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/rus_internalpassport_43_frame_000241.jpg
reals,0,/data/users/soteria/MIDV2020/reals/esp_id_09.jpg,esp,2,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/esp_id_09_frame_000001.jpg
reals,0,/data/users/soteria/MIDV2020/reals/esp_id_40.jpg,esp,2,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/esp_id_40_frame_000121.jpg
reals,0,/data/users/soteria/MIDV2020/reals/srb_passport_01.jpg,srb,8,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/srb_passport_01_frame_000061.jpg
reals,0,/data/users/soteria/MIDV2020/reals/rus_internalpassport_24.jpg,rus,7,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/rus_internalpassport_24_frame_000301.jpg
fakes,1,/data/users/soteria/MIDV2020/fakes/srb_passport_84.jpg_fake_5_98.jpg,srb,8,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/fakes/srb_passport_84_fake_5_98_frame_60_extracted.png
fakes,1,/data/users/soteria/MIDV2020/fakes/grc_passport_04.jpg_fake_4_95.jpg,grc,5,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/fakes/grc_passport_04_fake_4_95_frame_30_extracted.png
reals,0,/data/users/soteria/MIDV2020/reals/srb_passport_97.jpg,srb,8,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/srb_passport_97_frame_000061.jpg
reals,0,/data/users/soteria/MIDV2020/reals/svk_id_71.jpg,svk,9,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/svk_id_71_frame_000421.jpg
reals,0,/data/users/soteria/MIDV2020/reals/fin_id_53.jpg,fin,4,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/fin_id_53_frame_000241.jpg
fakes,1,/data/users/soteria/MIDV2020/fakes/esp_id_10.jpg_fake_2_30.jpg,esp,2,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/fakes/esp_id_10_fake_2_30_frame_120_extracted.png
reals,0,/data/users/soteria/MIDV2020/reals/grc_passport_85.jpg,grc,5,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/grc_passport_85_frame_000301.jpg
reals,0,/data/users/soteria/MIDV2020/reals/est_id_70.jpg,est,3,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/est_id_70_frame_000121.jpg
reals,0,/data/users/soteria/MIDV2020/reals/aze_passport_59.jpg,aze,1,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/aze_passport_59_frame_000241.jpg
reals,0,/data/users/soteria/MIDV2020/reals/alb_id_38.jpg,alb,0,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/alb_id_38_frame_000001.jpg
reals,0,/data/users/soteria/MIDV2020/reals/grc_passport_28.jpg,grc,5,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/grc_passport_28_frame_000181.jpg
reals,0,/data/users/soteria/MIDV2020/reals/fin_id_62.jpg,fin,4,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/fin_id_62_frame_000001.jpg
reals,0,/data/users/soteria/MIDV2020/reals/fin_id_98.jpg,fin,4,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/fin_id_98_frame_000061.jpg
reals,0,/data/users/soteria/MIDV2020/reals/fin_id_67.jpg,fin,4,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/fin_id_67_frame_000361.jpg
reals,0,/data/users/soteria/MIDV2020/reals/lva_passport_82.jpg,lva,6,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/lva_passport_82_frame_000301.jpg
fakes,1,/data/users/soteria/MIDV2020/fakes/aze_passport_86.jpg_fake_3_54.jpg,aze,1,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/fakes/aze_passport_86_fake_3_54_frame_30_extracted.png
reals,0,/data/users/soteria/MIDV2020/reals/rus_internalpassport_36.jpg,rus,7,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/rus_internalpassport_36_frame_000001.jpg
reals,0,/data/users/soteria/MIDV2020/reals/est_id_98.jpg,est,3,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/est_id_98_frame_000181.jpg
reals,0,/data/users/soteria/MIDV2020/reals/esp_id_23.jpg,esp,2,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/esp_id_23_frame_000121.jpg
fakes,1,/data/users/soteria/MIDV2020/fakes/esp_id_16.jpg_fake_2_72.jpg,esp,2,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/fakes/esp_id_16_fake_2_72_frame_120_extracted.png
reals,0,/data/users/soteria/MIDV2020/reals/lva_passport_69.jpg,lva,6,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/lva_passport_69_frame_000121.jpg
reals,0,/data/users/soteria/MIDV2020/reals/fin_id_78.jpg,fin,4,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/fin_id_78_frame_000541.jpg
fakes,1,/data/users/soteria/MIDV2020/fakes/grc_passport_99.jpg_fake_4_23.jpg,grc,5,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/fakes/grc_passport_99_fake_4_23_frame_270_extracted.png
reals,0,/data/users/soteria/MIDV2020/reals/esp_id_14.jpg,esp,2,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/esp_id_14_frame_000301.jpg
reals,0,/data/users/soteria/MIDV2020/reals/grc_passport_70.jpg,grc,5,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/grc_passport_70_frame_000481.jpg
reals,0,/data/users/soteria/MIDV2020/reals/esp_id_42.jpg,esp,2,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/esp_id_42_frame_000121.jpg
reals,0,/data/users/soteria/MIDV2020/reals/srb_passport_90.jpg,srb,8,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/srb_passport_90_frame_000121.jpg
reals,0,/data/users/soteria/MIDV2020/reals/alb_id_83.jpg,alb,0,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/alb_id_83_frame_000181.jpg
reals,0,/data/users/soteria/MIDV2020/reals/grc_passport_60.jpg,grc,5,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/grc_passport_60_frame_000061.jpg
reals,0,/data/users/soteria/MIDV2020/reals/fin_id_27.jpg,fin,4,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/fin_id_27_frame_000061.jpg
reals,0,/data/users/soteria/MIDV2020/reals/esp_id_09.jpg,esp,2,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/esp_id_09_frame_000361.jpg
reals,0,/data/users/soteria/MIDV2020/reals/rus_internalpassport_67.jpg,rus,7,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/rus_internalpassport_67_frame_000241.jpg
reals,0,/data/users/soteria/MIDV2020/reals/esp_id_72.jpg,esp,2,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/esp_id_72_frame_000481.jpg
reals,0,/data/users/soteria/MIDV2020/reals/alb_id_68.jpg,alb,0,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/alb_id_68_frame_000181.jpg
reals,0,/data/users/soteria/MIDV2020/reals/esp_id_28.jpg,esp,2,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/esp_id_28_frame_000421.jpg
reals,0,/data/users/soteria/MIDV2020/reals/fin_id_86.jpg,fin,4,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/fin_id_86_frame_000181.jpg
reals,0,/data/users/soteria/MIDV2020/reals/svk_id_91.jpg,svk,9,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/svk_id_91_frame_000121.jpg
fakes,1,/data/users/soteria/MIDV2020/fakes/esp_id_17.jpg_fake_2_51.jpg,esp,2,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/fakes/esp_id_17_fake_2_51_frame_120_extracted.png
reals,0,/data/users/soteria/MIDV2020/reals/grc_passport_69.jpg,grc,5,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/grc_passport_69_frame_000301.jpg
reals,0,/data/users/soteria/MIDV2020/reals/fin_id_72.jpg,fin,4,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/fin_id_72_frame_000061.jpg
reals,0,/data/users/soteria/MIDV2020/reals/aze_passport_35.jpg,aze,1,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/aze_passport_35_frame_000361.jpg
reals,0,/data/users/soteria/MIDV2020/reals/fin_id_03.jpg,fin,4,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/fin_id_03_frame_000241.jpg
reals,0,/data/users/soteria/MIDV2020/reals/lva_passport_15.jpg,lva,6,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/lva_passport_15_frame_000361.jpg
reals,0,/data/users/soteria/MIDV2020/reals/lva_passport_83.jpg,lva,6,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/lva_passport_83_frame_000421.jpg
reals,0,/data/users/soteria/MIDV2020/reals/grc_passport_25.jpg,grc,5,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/grc_passport_25_frame_000301.jpg
reals,0,/data/users/soteria/MIDV2020/reals/lva_passport_41.jpg,lva,6,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/lva_passport_41_frame_000181.jpg
reals,0,/data/users/soteria/MIDV2020/reals/aze_passport_62.jpg,aze,1,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/aze_passport_62_frame_000121.jpg
reals,0,/data/users/soteria/MIDV2020/reals/aze_passport_48.jpg,aze,1,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/aze_passport_48_frame_000241.jpg
reals,0,/data/users/soteria/MIDV2020/reals/svk_id_10.jpg,svk,9,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/svk_id_10_frame_000121.jpg
reals,0,/data/users/soteria/MIDV2020/reals/est_id_08.jpg,est,3,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/est_id_08_frame_000061.jpg
reals,0,/data/users/soteria/MIDV2020/reals/fin_id_87.jpg,fin,4,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/fin_id_87_frame_000481.jpg
reals,0,/data/users/soteria/MIDV2020/reals/fin_id_73.jpg,fin,4,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/fin_id_73_frame_000481.jpg
fakes,1,/data/users/soteria/MIDV2020/fakes/rus_internalpassport_04.jpg_fake_1_2.jpg,rus,7,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/fakes/rus_internalpassport_04_fake_1_2_frame_120_extracted.png
fakes,1,/data/users/soteria/MIDV2020/fakes/alb_id_69.jpg_fake_6_3.jpg,alb,0,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/fakes/alb_id_69_fake_6_3_frame_300_extracted.png
reals,0,/data/users/soteria/MIDV2020/reals/fin_id_50.jpg,fin,4,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/fin_id_50_frame_000241.jpg
reals,0,/data/users/soteria/MIDV2020/reals/svk_id_17.jpg,svk,9,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/svk_id_17_frame_000061.jpg
reals,0,/data/users/soteria/MIDV2020/reals/srb_passport_95.jpg,srb,8,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/srb_passport_95_frame_000061.jpg
reals,0,/data/users/soteria/MIDV2020/reals/fin_id_07.jpg,fin,4,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/fin_id_07_frame_000061.jpg
reals,0,/data/users/soteria/MIDV2020/reals/svk_id_07.jpg,svk,9,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/svk_id_07_frame_000241.jpg
reals,0,/data/users/soteria/MIDV2020/reals/lva_passport_68.jpg,lva,6,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/lva_passport_68_frame_000301.jpg
reals,0,/data/users/soteria/MIDV2020/reals/fin_id_71.jpg,fin,4,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/fin_id_71_frame_000181.jpg
fakes,1,/data/users/soteria/MIDV2020/fakes/lva_passport_59.jpg_fake_0_105.jpg,lva,6,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/fakes/lva_passport_59_fake_0_105_frame_210_extracted.png
reals,0,/data/users/soteria/MIDV2020/reals/alb_id_15.jpg,alb,0,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/alb_id_15_frame_000241.jpg
fakes,1,/data/users/soteria/MIDV2020/fakes/svk_id_12.jpg_fake_8_13.jpg,svk,9,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/fakes/svk_id_12_fake_8_13_frame_00_extracted.png
fakes,1,/data/users/soteria/MIDV2020/fakes/srb_passport_27.jpg_fake_5_6.jpg,srb,8,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/fakes/srb_passport_27_fake_5_6_frame_90_extracted.png
reals,0,/data/users/soteria/MIDV2020/reals/aze_passport_48.jpg,aze,1,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/aze_passport_48_frame_000361.jpg
reals,0,/data/users/soteria/MIDV2020/reals/alb_id_96.jpg,alb,0,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/alb_id_96_frame_000121.jpg
reals,0,/data/users/soteria/MIDV2020/reals/esp_id_20.jpg,esp,2,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/esp_id_20_frame_000241.jpg
reals,0,/data/users/soteria/MIDV2020/reals/grc_passport_72.jpg,grc,5,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/grc_passport_72_frame_000601.jpg
fakes,1,/data/users/soteria/MIDV2020/fakes/esp_id_98.jpg_fake_2_61.jpg,esp,2,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/fakes/esp_id_98_fake_2_61_frame_120_extracted.png
reals,0,/data/users/soteria/MIDV2020/reals/est_id_86.jpg,est,3,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/est_id_86_frame_000121.jpg
reals,0,/data/users/soteria/MIDV2020/reals/fin_id_72.jpg,fin,4,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/fin_id_72_frame_000241.jpg
fakes,1,/data/users/soteria/MIDV2020/fakes/grc_passport_35.jpg_fake_4_51.jpg,grc,5,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/fakes/grc_passport_35_fake_4_51_frame_150_extracted.png
fakes,1,/data/users/soteria/MIDV2020/fakes/esp_id_98.jpg_fake_2_61.jpg,esp,2,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/fakes/esp_id_98_fake_2_61_frame_30_extracted.png
reals,0,/data/users/soteria/MIDV2020/reals/rus_internalpassport_22.jpg,rus,7,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/rus_internalpassport_22_frame_000241.jpg
reals,0,/data/users/soteria/MIDV2020/reals/fin_id_77.jpg,fin,4,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/fin_id_77_frame_000241.jpg
reals,0,/data/users/soteria/MIDV2020/reals/fin_id_47.jpg,fin,4,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/fin_id_47_frame_000361.jpg
reals,0,/data/users/soteria/MIDV2020/reals/fin_id_27.jpg,fin,4,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/fin_id_27_frame_000301.jpg
reals,0,/data/users/soteria/MIDV2020/reals/fin_id_99.jpg,fin,4,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/fin_id_99_frame_000181.jpg
reals,0,/data/users/soteria/MIDV2020/reals/est_id_05.jpg,est,3,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/est_id_05_frame_000121.jpg
reals,0,/data/users/soteria/MIDV2020/reals/srb_passport_36.jpg,srb,8,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/srb_passport_36_frame_000001.jpg
reals,0,/data/users/soteria/MIDV2020/reals/alb_id_55.jpg,alb,0,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/alb_id_55_frame_000001.jpg
reals,0,/data/users/soteria/MIDV2020/reals/alb_id_58.jpg,alb,0,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/alb_id_58_frame_000301.jpg
reals,0,/data/users/soteria/MIDV2020/reals/est_id_69.jpg,est,3,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/est_id_69_frame_000001.jpg
